month,moneyNeeded,promoted,moneyCollected,daysSpent,daysRequired,category,coverage
2,3000,False,233,4,3,Humanitarian,330590
12,362000,False,99242,17,9,Military,10000
9,74000,False,25056,19,18,Other,195298
6,533000,False,211055,3,8,Other,10000
7,507000,False,352726,17,28,Other,10000
8,441000,True,425248,17,14,Medicine,10000
1,516000,False,427398,27,21,Humanitarian,10000
10,140000,True,140014,13,28,Other,10000
7,905000,True,845151,23,12,Other,10000
7,461000,True,496898,15,10,Military,10000
7,476000,False,338293,14,18,Other,10000
7,574000,False,287160,16,31,Military,10000
11,626000,True,665310,1,3,Military,398141
3,625000,True,677541,23,20,Humanitarian,10000
2,243000,False,225299,30,6,Military,132528
1,713000,True,664357,25,15,Other,10000
1,472000,True,433201,24,3,Other,392210
4,424000,True,412698,16,21,Medicine,410040
11,152000,True,136071,23,2,Other,490873
1,218000,True,188865,17,24,Medicine,356424
12,27000,True,30446,11,3,Humanitarian,454781
6,280000,True,250552,17,7,Humanitarian,10000
8,700000,False,497943,13,9,Military,10000
9,190000,True,180057,17,12,Other,10000
12,845000,True,758688,26,3,Humanitarian,138408
3,577000,False,400505,20,18,Military,10000
11,903000,True,854703,28,8,Other,10000
8,841000,True,903563,29,4,Medicine,4137524
7,827000,True,871396,26,18,Humanitarian,7669
12,363000,True,339566,15,18,Medicine,10000
1,183000,False,103048,17,19,Humanitarian,174062
5,558000,True,598263,28,30,Military,10000
1,770000,True,886997,8,20,Other,197040
11,561000,False,449111,20,24,Military,109318
4,174000,False,93711,29,28,Other,8818642
3,985000,True,1057977,30,2,Medicine,4597367
12,233000,True,195634,13,17,Military,194714
12,956000,True,1037504,7,21,Military,4297712
5,698000,True,759949,19,23,Military,210829
11,698000,False,148132,6,9,Other,10000
12,492000,True,482530,23,22,Medicine,10000
3,728000,False,355130,29,26,Other,10000
9,369000,True,422781,31,16,Other,369262
5,561000,True,583822,7,11,Military,10000
5,252000,True,298207,29,12,Other,122669
8,223000,True,262364,31,23,Military,466629
1,535000,False,58482,30,28,Military,280483
8,333000,True,272826,1,25,Humanitarian,10000
4,848000,True,885007,9,14,Military,10000
3,629000,True,698021,11,5,Medicine,10000
7,596000,True,588224,6,23,Humanitarian,10000
7,783000,True,886528,8,6,Humanitarian,148662
8,85000,False,59492,28,17,Military,10000
7,67000,True,65244,30,25,Military,305661
4,654000,True,578444,12,4,Humanitarian,7816
6,896000,False,639534,23,26,Other,10000
8,193000,False,100836,14,29,Medicine,10000
3,616000,True,629375,29,4,Medicine,126609
7,393000,True,457260,16,12,Other,10000
4,385000,True,371941,24,27,Medicine,10000
4,243000,True,197005,20,14,Other,9269671
7,497000,True,584506,12,31,Military,403350
7,494000,True,569559,14,4,Medicine,481717
8,783000,True,749433,28,12,Military,121379
1,193000,True,182494,27,23,Humanitarian,10000
11,857000,True,880191,25,12,Other,10000
7,371000,True,436526,16,6,Other,157531
9,877000,False,205005,12,15,Humanitarian,10000
2,204000,False,87275,30,31,Medicine,10000
4,411000,True,428338,26,28,Military,9504
4,42000,True,36384,17,23,Medicine,393617
12,429000,False,293016,11,17,Medicine,10000
12,489000,False,450027,20,15,Other,112390
3,589000,True,673648,2,3,Military,9361
12,704000,True,735918,3,9,Military,9977565
12,452000,True,411499,4,1,Other,6723
10,748000,True,849795,27,9,Medicine,480499
1,575000,True,550462,19,14,Medicine,10000
7,898000,True,740332,15,16,Other,10000
9,345000,True,393139,8,23,Other,4539
10,243000,True,227570,8,18,Medicine,4077368
12,132000,True,150649,9,9,Other,10000
7,980000,False,148764,8,21,Other,455675
2,953000,True,976998,7,15,Military,10000
2,544000,False,343619,9,13,Military,10000
6,434000,True,504194,14,26,Medicine,279473
2,874000,True,1042835,24,10,Military,10000
12,229000,True,229056,9,26,Humanitarian,368291
6,93000,True,74938,1,8,Medicine,4316416
12,293000,True,278120,9,20,Military,336881
4,561000,True,599862,1,1,Military,10000
11,253000,True,281770,12,2,Medicine,227549
4,700000,True,692271,14,9,Medicine,10000
6,385000,False,220934,27,21,Humanitarian,238651
11,301000,True,276815,10,29,Humanitarian,10000
3,721000,False,222489,19,12,Military,109451
6,888000,False,180516,14,27,Medicine,256758
9,901000,True,1047148,1,6,Other,253276
8,985000,True,833558,17,28,Humanitarian,8961
7,49000,True,53244,22,27,Military,10000
11,280000,False,245967,23,21,Other,9748354
8,47000,True,50868,7,31,Humanitarian,10000
5,194000,False,191933,8,14,Other,300965
8,430000,True,366036,13,23,Medicine,10000
8,830000,True,915122,13,15,Humanitarian,183742
9,397000,True,416234,13,15,Military,10000
1,164000,False,99807,27,17,Medicine,272430
12,373000,True,377109,23,26,Other,410352
11,455000,True,521536,2,25,Other,10000
3,345000,True,413909,31,20,Medicine,499714
6,332000,True,383644,21,9,Military,10000
2,157000,True,135245,25,3,Other,8803422
12,332000,True,396935,11,19,Military,10000
8,894000,True,1031542,29,22,Military,220784
11,290000,True,245330,22,3,Humanitarian,10000
2,441000,False,207122,26,22,Humanitarian,10000
12,925000,True,1046719,24,23,Medicine,10000
6,129000,True,147618,11,15,Humanitarian,10000
3,356000,True,412489,5,27,Medicine,332564
2,423000,True,441071,4,7,Medicine,486473
6,14000,True,16250,26,27,Military,10000
6,762000,True,845207,14,3,Humanitarian,148919
10,54000,True,48849,16,30,Other,272310
4,313000,False,191806,21,31,Other,358446
6,239000,True,273676,2,7,Humanitarian,10000
9,382000,True,413929,12,17,Humanitarian,1023
1,359000,True,393134,16,4,Medicine,10000
2,902000,True,893698,25,21,Other,10000
2,992000,True,840432,1,6,Military,430389
3,965000,True,990342,19,20,Military,10000
12,703000,True,627594,7,2,Military,240671
2,445000,False,74040,1,19,Medicine,10000
1,432000,True,368079,20,10,Other,10000
12,858000,False,441179,16,25,Humanitarian,3051666
9,2000,True,1994,15,1,Other,10000
1,508000,True,521530,19,5,Military,326083
10,488000,False,484717,25,18,Other,10000
3,341000,True,381311,23,25,Military,10000
11,645000,True,743738,13,15,Military,464647
1,340000,True,363598,28,24,Military,468496
2,538000,True,592408,20,8,Military,105060
7,493000,True,449058,22,22,Military,10000
1,866000,True,693040,20,6,Humanitarian,474855
9,600000,True,641700,10,12,Military,10000
3,313000,True,364193,11,8,Medicine,10000
3,260000,True,284118,1,29,Medicine,231123
1,855000,True,738809,25,13,Other,2319
4,148000,True,162351,17,20,Medicine,273965
3,473000,True,391851,14,5,Other,10000
8,630000,True,631952,16,31,Humanitarian,10000
7,557000,False,220439,3,13,Humanitarian,210495
5,465000,True,543789,27,14,Medicine,10000
11,276000,True,234675,25,1,Other,291477
4,921000,False,766130,23,25,Other,10000
11,611000,True,703176,30,6,Other,7664
3,445000,False,352429,3,15,Military,163156
1,906000,False,805827,6,25,Humanitarian,10000
7,327000,True,336560,4,8,Medicine,380243
5,786000,True,915670,17,2,Medicine,10000
3,813000,False,572930,20,22,Medicine,10000
9,629000,True,737467,11,14,Military,10000
8,465000,False,222717,28,20,Humanitarian,10000
6,526000,True,543969,30,22,Military,10000
2,776000,False,352704,31,23,Medicine,313016
5,896000,False,170860,2,16,Other,10000
11,853000,True,758220,17,18,Medicine,10000
1,607000,True,579239,31,27,Medicine,295082
10,668000,False,458253,15,17,Other,6148
1,764000,True,645321,11,15,Other,419773
1,177000,False,25428,29,20,Humanitarian,10000
5,16000,True,18494,2,1,Humanitarian,10000
5,203000,True,164784,11,17,Other,10000
2,476000,False,201516,9,26,Humanitarian,261706
2,953000,False,498332,21,8,Other,6827
2,795000,True,872010,17,29,Medicine,309797
10,637000,False,615006,19,5,Other,10000
8,86000,True,98703,1,12,Other,380042
12,559000,True,534682,17,14,Military,481598
6,1000000,True,936051,25,7,Other,10000
9,741000,True,781682,2,5,Military,227477
8,229000,True,218844,14,29,Other,315316
7,855000,False,230950,1,10,Other,248967
9,600000,True,669624,4,21,Medicine,10000
2,145000,False,19657,15,8,Medicine,10000
6,886000,False,76791,20,22,Humanitarian,10000
9,760000,True,812677,18,8,Humanitarian,10000
4,60000,False,17549,9,9,Military,342824
1,597000,True,675300,21,27,Humanitarian,457223
1,673000,False,94669,10,31,Medicine,4860
1,89000,False,17274,31,17,Humanitarian,10000
4,117000,True,112596,5,16,Medicine,10000
4,532000,False,258007,31,17,Medicine,276986
2,852000,True,735263,20,19,Humanitarian,394548
9,977000,True,994197,6,10,Military,10000
9,558000,False,74603,9,16,Other,448308
8,849000,True,732464,29,19,Military,10000
3,11000,True,10014,26,18,Medicine,10000
11,423000,True,450716,2,5,Military,191305
7,613000,True,614741,12,25,Other,10000
7,187000,True,185524,9,22,Medicine,415583
9,958000,True,1119024,14,31,Other,10000
8,341000,True,306909,7,14,Humanitarian,10000
1,974000,True,1009792,31,8,Humanitarian,10000
4,516000,True,532858,14,9,Other,10000
5,521000,False,276128,29,19,Humanitarian,6672
7,911000,True,751227,30,9,Military,432281
5,482000,False,205712,16,4,Medicine,10000
2,687000,True,629371,3,24,Other,10000
10,878000,False,387397,17,10,Other,10000
12,304000,True,340242,5,11,Medicine,10000
6,758000,False,682436,30,13,Military,374675
11,96000,True,83756,11,8,Humanitarian,1341414
12,494000,False,189141,20,23,Military,2257185
9,371000,True,370377,18,22,Medicine,158845
1,639000,False,440301,8,5,Other,233805
3,834000,True,757918,1,22,Humanitarian,10000
7,989000,False,166899,7,17,Military,10000
9,975000,False,788114,23,7,Other,10000
12,350000,True,398287,10,8,Other,10000
7,118000,True,117655,25,1,Humanitarian,447946
8,296000,True,339789,2,14,Other,10000
4,542000,False,148781,22,9,Medicine,179518
10,180000,True,224953,2,6,Military,355154
7,667000,True,715669,23,22,Other,265307
11,294000,True,326651,24,27,Other,238014
9,893000,False,793436,27,27,Military,238699
5,430000,True,409032,14,12,Humanitarian,7332905
9,385000,False,209836,26,3,Other,10000
3,125000,False,93165,8,30,Other,10000
12,419000,True,415052,25,30,Medicine,408651
1,319000,True,347389,24,29,Medicine,319178
7,134000,True,116254,26,19,Military,5721
9,311000,True,284522,3,10,Other,397947
10,507000,True,443454,29,30,Humanitarian,330221
7,929000,True,789352,10,22,Other,10000
7,215000,True,222727,24,2,Military,10000
9,585000,True,641994,9,25,Medicine,10000
1,310000,True,276550,18,27,Humanitarian,166035
5,990000,True,1182516,18,20,Military,10000
11,552000,False,21243,1,4,Other,176097
4,719000,False,151527,29,6,Military,10000
12,130000,True,129622,27,12,Humanitarian,10000
4,362000,False,70402,23,4,Other,391078
6,421000,True,430953,2,2,Military,201619
8,950000,True,878023,18,26,Humanitarian,10000
11,130000,False,51771,30,17,Other,10000
1,254000,False,27998,11,15,Other,2644391
9,74000,False,2174,15,4,Humanitarian,10000
6,104000,False,95050,23,13,Medicine,232917
2,138000,True,144470,23,9,Military,10000
6,290000,True,294571,15,11,Military,10000
9,532000,True,614903,19,6,Other,169972
12,398000,True,388398,16,17,Military,499415
9,873000,True,889470,28,2,Humanitarian,10000
8,658000,True,606897,15,2,Other,10000
2,826000,False,816204,12,29,Medicine,10000
11,711000,True,824502,4,3,Other,10000
7,38000,False,12923,20,9,Medicine,235596
10,412000,True,446367,9,14,Military,10000
12,771000,True,770537,26,2,Medicine,10000
7,719000,False,606988,12,23,Humanitarian,10000
4,684000,True,661136,24,8,Other,318890
5,944000,True,973151,4,7,Military,10000
7,827000,True,987825,21,6,Military,10000
1,787000,True,861474,16,3,Military,185958
9,891000,False,665618,17,18,Other,10000
9,61000,False,40432,23,28,Humanitarian,195034
6,594000,True,685420,9,29,Other,495378
5,676000,True,551840,27,19,Humanitarian,418090
10,499000,True,564361,15,1,Medicine,7019383
2,517000,False,249374,31,25,Military,273764
4,319000,True,307584,16,22,Other,483247
10,584000,False,261015,22,16,Medicine,10000
11,786000,True,699583,9,14,Humanitarian,10000
7,935000,True,942760,9,19,Other,10000
6,183000,False,130895,3,5,Military,134743
3,12000,False,8416,6,30,Medicine,10000
12,571000,True,536821,22,26,Military,304722
8,892000,False,484847,30,11,Medicine,214019
8,960000,False,330937,14,23,Other,5190
10,334000,True,373927,1,3,Military,10000
7,255000,True,222102,18,20,Other,10000
11,729000,True,758205,15,19,Military,3085065
8,583000,True,584162,25,9,Other,149464
2,569000,True,498624,24,7,Military,10000
3,550000,False,297796,23,23,Medicine,6754
5,228000,False,192953,23,11,Other,518
2,525000,False,300616,3,13,Military,10000
8,616000,True,645294,6,2,Medicine,6066180
12,22000,True,21438,26,1,Humanitarian,6666177
11,598000,True,527961,28,19,Humanitarian,8758
4,402000,True,353822,2,20,Other,492814
8,488000,False,415269,3,19,Other,10000
10,329000,True,362817,14,19,Military,375468
1,209000,True,191021,23,11,Medicine,10000
8,367000,False,34571,30,15,Military,10000
2,482000,True,390718,21,17,Other,393
2,107000,False,52024,25,18,Other,10000
6,975000,True,1014834,12,25,Medicine,3025
1,69000,False,10732,7,21,Medicine,10000
5,781000,False,714253,27,22,Military,170727
1,825000,True,864432,17,26,Other,307938
6,623000,True,604530,14,23,Other,10000
7,696000,False,401754,12,2,Other,207427
6,513000,True,420642,11,8,Other,10000
6,780000,True,665320,27,30,Military,2463
11,934000,False,759111,2,13,Other,10000
8,544000,False,395091,3,22,Other,10000
1,975000,True,888249,5,19,Medicine,8899
12,922000,True,1068752,21,13,Medicine,5837
7,9000,False,6073,23,22,Military,149076
1,807000,True,673282,10,28,Medicine,6727
4,391000,True,403732,11,19,Medicine,10000
7,417000,False,313165,24,11,Humanitarian,10000
5,921000,True,1044892,18,13,Humanitarian,10000
9,537000,False,268896,28,8,Medicine,399347
3,788000,True,872273,14,16,Military,10000
3,67000,True,68789,30,9,Other,395429
3,418000,True,365481,29,2,Other,10000
8,733000,False,118927,2,2,Humanitarian,10000
12,602000,True,652563,18,25,Medicine,10000
5,524000,True,562846,22,24,Humanitarian,10000
3,239000,True,275348,22,4,Medicine,277124
4,797000,True,813257,21,11,Other,4191242
8,355000,True,369369,5,6,Medicine,346885
3,985000,False,376914,4,2,Humanitarian,452072
7,744000,False,186677,25,29,Humanitarian,10000
2,333000,True,307079,13,19,Humanitarian,10000
6,348000,False,69523,11,24,Other,10000
4,324000,True,276275,23,29,Humanitarian,10000
8,567000,True,522566,3,28,Other,215397
2,257000,True,217781,7,1,Military,10000
11,621000,True,744962,25,18,Humanitarian,299470
7,705000,False,670742,14,29,Other,333911
4,406000,True,403431,1,1,Other,148604
12,395000,False,294856,22,31,Other,10000
2,137000,False,24256,31,16,Medicine,143178
6,667000,True,739268,12,1,Medicine,218857
7,500000,False,274582,1,5,Humanitarian,229850
1,431000,True,377818,13,5,Humanitarian,10000
4,820000,True,796305,16,5,Medicine,295748
7,809000,True,660242,1,23,Military,419736
1,458000,False,75782,7,23,Medicine,10000
11,838000,True,902548,20,14,Humanitarian,10000
1,557000,True,510068,16,20,Military,10000
11,995000,True,1003793,6,11,Military,409015
12,645000,False,8779,31,9,Humanitarian,200334
4,896000,True,756790,31,10,Medicine,10000
6,976000,True,957830,15,26,Military,10000
5,275000,True,314059,19,4,Humanitarian,10000
10,456000,False,452494,7,14,Humanitarian,10000
2,312000,True,338840,5,9,Other,10000
9,591000,False,151190,30,5,Medicine,450682
7,581000,True,548799,27,14,Humanitarian,170750
1,751000,True,861874,12,12,Other,10000
4,421000,True,366422,28,18,Medicine,10000
8,345000,True,407714,25,29,Military,10000
12,337000,True,318872,11,14,Military,5941033
11,497000,True,593393,25,24,Humanitarian,5862
2,289000,True,311256,17,22,Other,10000
8,950000,False,170814,13,30,Other,208995
7,445000,True,519834,31,18,Medicine,435363
12,765000,True,806758,16,28,Military,283033
5,28000,True,27319,19,11,Humanitarian,10000
3,699000,False,657471,19,21,Humanitarian,10000
10,176000,True,212580,29,31,Military,10000
9,818000,True,920507,11,16,Military,10000
1,432000,True,369645,25,3,Humanitarian,10000
5,935000,False,625011,12,19,Medicine,10000
8,81000,False,1958,23,8,Humanitarian,10000
11,916000,False,399114,18,31,Other,10000
12,641000,False,267699,9,31,Other,10000
7,921000,True,842311,19,31,Humanitarian,10000
8,135000,False,92779,4,17,Other,488927
6,936000,False,836172,28,15,Other,4083
1,771000,True,636392,2,28,Medicine,10000
11,536000,False,197171,9,9,Other,137702
12,965000,False,878696,23,10,Medicine,10000
12,222000,True,197838,23,20,Medicine,10000
1,240000,True,248872,20,8,Medicine,10000
7,929000,True,1046867,15,19,Other,158773
11,963000,True,926641,5,13,Humanitarian,10000
7,607000,False,523351,10,7,Medicine,10000
11,496000,False,283017,23,5,Other,412576
3,333000,True,313762,1,12,Medicine,10000
9,196000,True,188879,27,20,Other,3921133
3,805000,True,769638,17,4,Other,233828
8,212000,True,245905,4,22,Military,10000
5,512000,True,425037,9,26,Other,10000
3,151000,True,153797,1,1,Military,10000
10,135000,True,151806,26,13,Other,10000
7,980000,True,1048641,2,12,Humanitarian,146030
11,537000,True,559853,28,31,Military,415423
12,248000,True,211297,17,17,Military,10000
2,415000,True,380010,9,12,Medicine,3095219
6,559000,True,538754,20,2,Humanitarian,10000
12,169000,True,190852,3,3,Military,10000
4,62000,True,89009,1,6,Military,10000
8,375000,True,398444,1,4,Other,8809561
4,978000,False,436934,30,15,Medicine,10000
9,140000,False,43144,16,16,Medicine,10000
12,912000,False,623627,9,28,Medicine,362060
3,106000,False,17496,10,10,Humanitarian,338544
8,785000,True,835239,12,3,Humanitarian,219541
12,324000,False,111906,21,9,Other,10000
11,579000,True,622298,5,10,Other,10000
5,369000,True,367596,26,15,Medicine,10000
9,693000,True,636766,6,20,Medicine,387984
6,176000,True,155427,9,18,Humanitarian,357959
1,593000,True,559021,27,27,Humanitarian,129565
9,266000,False,129015,10,22,Medicine,216817
7,62000,True,55151,25,30,Medicine,238845
6,412000,False,196693,11,20,Medicine,5589
6,310000,True,250594,1,21,Medicine,10000
12,527000,False,434830,30,5,Medicine,428976
6,849000,True,966517,8,30,Humanitarian,488765
6,688000,False,312681,2,3,Other,10000
9,470000,True,396848,6,6,Humanitarian,10000
1,829000,False,733898,27,16,Humanitarian,6425069
10,111000,False,107388,24,17,Other,4865715
9,568000,True,568201,14,19,Military,309746
11,984000,True,886355,22,28,Humanitarian,305687
1,494000,True,539844,31,28,Humanitarian,3337
9,846000,True,761748,29,30,Humanitarian,10000
3,889000,True,901568,3,4,Other,10000
2,613000,False,422503,22,16,Medicine,10000
3,324000,True,367776,6,8,Military,10000
10,339000,True,280743,9,19,Other,209695
7,555000,True,636780,21,27,Military,10000
2,504000,True,502789,15,19,Other,10000
11,299000,False,106204,7,19,Medicine,10000
7,851000,True,768763,22,7,Military,202304
11,511000,True,460492,29,5,Medicine,319319
7,491000,True,468551,13,23,Humanitarian,10000
8,780000,False,663688,31,25,Humanitarian,156714
5,960000,False,693382,7,18,Medicine,7471
10,214000,True,224254,8,5,Medicine,10000
4,826000,True,899498,4,7,Medicine,389701
8,600000,True,660324,30,3,Medicine,173280
8,446000,True,402860,5,14,Humanitarian,10000
5,309000,True,353925,21,9,Medicine,362803
12,577000,True,621292,19,2,Other,10000
2,591000,False,170348,27,23,Other,10000
7,321000,False,242682,16,12,Humanitarian,10000
10,384000,True,312325,31,12,Medicine,10000
3,478000,True,450197,30,10,Medicine,7562964
2,518000,False,204274,13,13,Military,10000
4,60000,False,37939,7,20,Humanitarian,10000
2,954000,True,864050,26,14,Military,10000
3,925000,True,748661,3,24,Other,9554832
10,820000,True,719570,3,31,Medicine,10000
12,735000,True,709703,18,4,Humanitarian,10000
5,141000,True,114607,12,28,Humanitarian,405962
10,910000,True,946237,20,2,Humanitarian,10000
7,304000,True,341408,2,10,Humanitarian,294110
12,54000,False,11952,19,10,Humanitarian,464821
9,845000,True,902146,30,31,Other,459598
9,775000,True,658448,7,15,Other,10000
12,254000,True,295011,2,16,Medicine,10000
6,834000,True,723596,30,19,Military,356526
3,745000,False,553585,9,10,Medicine,10000
10,275000,False,162675,6,5,Other,10000
7,220000,False,50188,23,24,Humanitarian,105480
6,847000,True,863260,10,12,Humanitarian,217347
9,375000,False,102953,28,4,Other,484456
1,939000,True,1029212,27,26,Other,10000
7,70000,True,67165,22,24,Humanitarian,10000
7,651000,True,597886,31,2,Other,417888
3,928000,True,752473,4,14,Other,10000
5,439000,False,151684,13,13,Humanitarian,369071
7,14000,True,11699,8,16,Humanitarian,10000
6,371000,True,414087,23,8,Humanitarian,445287
1,113000,True,98459,8,14,Humanitarian,424984
7,201000,True,212108,23,8,Military,10000
5,67000,False,63191,4,16,Other,137913
5,49000,True,40003,21,23,Other,278733
8,383000,False,118791,10,28,Medicine,244842
7,310000,True,345791,20,1,Medicine,247793
10,226000,True,259920,5,7,Military,10000
5,607000,True,515758,17,16,Humanitarian,10000
11,959000,False,55129,25,6,Other,7568
9,316000,False,166504,22,5,Medicine,377649
8,847000,False,619783,1,24,Humanitarian,301044
8,472000,True,406334,10,31,Medicine,10000
4,455000,True,492216,13,10,Other,10000
9,566000,True,567494,4,9,Military,462141
12,298000,True,306739,29,12,Military,10000
10,332000,True,392346,31,4,Medicine,10000
4,421000,False,411943,15,1,Other,10000
4,421000,False,221987,14,26,Medicine,419586
4,554000,False,263694,16,10,Other,10000
5,436000,False,110972,14,21,Medicine,2782691
11,6000,False,98,23,19,Military,428259
4,237000,False,212239,23,3,Other,6131861
10,298000,True,244726,19,13,Other,10000
9,874000,True,933344,25,30,Military,10000
12,27000,True,24350,17,29,Medicine,269120
3,101000,True,113710,10,16,Other,4785087
12,503000,False,85692,23,26,Other,10000
6,320000,False,91821,14,4,Medicine,476340
12,749000,True,667304,31,17,Other,6920
12,975000,False,537527,17,26,Military,305486
2,177000,True,197361,30,7,Other,10000
3,655000,False,314393,6,7,Other,484049
12,288000,True,268876,12,15,Humanitarian,10000
5,73000,True,69765,3,24,Medicine,432944
5,838000,False,569934,23,8,Medicine,10000
1,103000,True,86826,4,8,Other,10000
4,288000,True,270334,26,5,Medicine,2072
11,811000,True,841717,15,17,Military,420128
4,120000,True,131567,1,18,Humanitarian,10000
2,831000,False,181721,14,12,Other,10000
9,427000,True,436557,1,3,Military,438864
7,685000,True,552654,22,25,Other,1290
6,275000,True,305982,29,22,Military,10000
11,15000,True,16922,5,4,Humanitarian,10000
12,388000,True,396132,27,17,Other,2330
12,601000,True,546529,15,5,Medicine,178364
5,880000,True,730207,27,10,Medicine,118518
4,157000,False,67724,15,13,Humanitarian,10000
2,16000,False,602,26,22,Other,10000
11,761000,True,747715,1,21,Other,183301
1,174000,True,141771,18,11,Medicine,6383
3,103000,True,114778,14,16,Other,10000
4,785000,True,846010,28,12,Other,10000
1,343000,False,255154,3,17,Medicine,271535
6,833000,True,780773,18,29,Military,266842
1,785000,False,757421,4,19,Other,326568
12,468000,True,533830,11,9,Humanitarian,10000
1,251000,True,265925,3,1,Other,159953
6,29000,False,26230,12,31,Medicine,1688
9,95000,False,2897,24,17,Other,10000
3,719000,False,84795,16,5,Military,10000
4,989000,True,1039213,9,11,Medicine,205200
8,173000,False,70375,29,18,Humanitarian,340949
4,543000,False,92059,4,12,Humanitarian,4968
6,204000,True,231454,4,10,Military,335091
3,629000,True,746442,30,19,Other,304485
12,579000,False,67404,30,11,Humanitarian,10000
2,465000,False,333879,11,6,Medicine,10000
3,536000,True,564884,12,26,Other,2175
4,582000,True,655553,18,20,Medicine,580
1,13000,False,5754,6,27,Military,10000
12,222000,False,53193,18,23,Humanitarian,10000
4,789000,True,804079,30,31,Military,8870805
11,450000,True,494741,14,13,Humanitarian,10000
3,390000,False,159999,5,22,Medicine,106562
10,776000,True,842398,8,25,Medicine,484845
6,110000,True,122518,31,28,Medicine,10000
2,739000,True,885552,2,2,Humanitarian,10000
6,749000,False,290973,7,26,Medicine,10000
11,837000,True,877946,15,18,Military,167398
10,156000,True,180834,6,7,Military,498873
6,576000,True,556293,13,11,Other,152517
5,62000,True,74362,21,25,Humanitarian,104877
9,113000,True,159046,3,7,Military,10000
8,54000,True,63427,28,19,Military,410835
3,317000,True,356951,23,27,Military,10000
4,629000,True,580481,18,14,Humanitarian,10000
6,385000,True,436766,21,19,Humanitarian,10000
3,232000,True,262885,26,18,Humanitarian,10000
3,767000,True,793337,20,21,Military,6433
7,863000,True,988062,2,12,Other,318142
1,425000,False,293043,26,8,Humanitarian,10000
6,802000,True,957141,7,26,Medicine,10000
5,683000,True,640354,24,7,Humanitarian,324901
3,82000,True,80753,24,21,Medicine,10000
2,380000,False,295667,26,11,Military,208466
4,925000,True,1056052,1,5,Medicine,10000
5,466000,False,79583,25,29,Other,434229
3,395000,True,323603,15,4,Humanitarian,10000
2,494000,True,577484,26,1,Medicine,10000
1,69000,True,80833,27,28,Military,10000
8,399000,False,98848,11,25,Other,244425
9,938000,True,940017,5,10,Military,10000
9,410000,True,472805,2,19,Medicine,10000
3,443000,True,502452,25,3,Medicine,7970
11,501000,False,96743,16,14,Humanitarian,10000
5,521000,False,461409,18,28,Other,10000
1,770000,False,544467,18,18,Other,10000
9,837000,True,743804,21,13,Medicine,374511
8,592000,False,230845,22,27,Other,10000
9,855000,False,518085,13,17,Medicine,10000
7,406000,True,372513,2,28,Military,236544
6,607000,False,563283,18,17,Military,10000
12,160000,False,281,17,30,Other,382176
5,74000,True,108596,25,28,Military,10000
9,103000,True,110354,12,12,Humanitarian,10000
10,125000,True,102756,28,31,Medicine,10000
12,104000,True,85714,12,11,Military,1756
8,276000,True,277611,28,23,Other,448225
1,925000,False,140026,31,15,Humanitarian,10000
9,816000,True,956071,19,1,Humanitarian,497319
7,510000,True,501532,31,24,Military,10000
8,793000,False,225566,5,11,Military,296273
10,104000,True,107664,28,2,Humanitarian,10000
12,642000,False,583307,30,31,Humanitarian,10000
2,962000,True,923564,28,12,Humanitarian,10000
7,802000,True,806131,1,14,Medicine,225319
3,413000,True,356911,27,26,Other,191853
9,323000,True,370127,1,5,Medicine,148750
10,186000,True,203395,3,24,Humanitarian,10000
11,540000,False,357350,21,7,Humanitarian,389279
3,404000,True,380818,17,11,Medicine,10000
7,667000,True,731818,29,6,Medicine,8889
12,324000,True,374226,6,5,Medicine,10000
3,785000,True,869096,1,5,Military,2149
3,182000,True,155819,13,7,Humanitarian,10000
7,981000,False,419125,1,22,Medicine,10000
5,695000,False,254869,8,6,Humanitarian,195299
10,682000,True,799975,9,7,Humanitarian,10000
1,599000,False,195118,15,15,Other,2394295
8,529000,True,555170,25,6,Medicine,245350
11,179000,True,219026,2,4,Military,276158
11,228000,False,11295,2,19,Military,10000
5,126000,True,123573,2,23,Other,10000
2,764000,True,857950,8,24,Medicine,10000
1,465000,True,498053,8,7,Medicine,10000
2,601000,True,559567,31,31,Military,447991
9,867000,True,887744,2,30,Other,10000
6,356000,True,323317,25,15,Medicine,228207
4,943000,False,475518,7,5,Military,212389
9,339000,True,380556,1,5,Military,329633
8,536000,False,362622,24,5,Medicine,477225
10,10000,True,11559,11,14,Other,10000
6,605000,False,480572,26,15,Medicine,317781
3,325000,False,55501,2,17,Military,10000
12,394000,True,441565,22,25,Humanitarian,10000
11,233000,False,52226,12,5,Other,311590
3,77000,True,83352,28,27,Medicine,10000
7,511000,True,556548,16,11,Other,358338
4,798000,True,835646,8,19,Medicine,10000
2,294000,True,288666,30,8,Medicine,455782
12,219000,True,239985,26,30,Humanitarian,380121
7,384000,False,49716,25,10,Humanitarian,10000
3,55000,True,46516,25,1,Humanitarian,10000
7,552000,False,376789,30,8,Other,10000
8,514000,True,431190,12,15,Military,10000
12,886000,True,984291,29,17,Medicine,497972
3,775000,True,633055,8,20,Medicine,10000
8,67000,True,78207,18,11,Military,145053
7,803000,True,685460,10,27,Medicine,10000
3,828000,False,505312,26,23,Humanitarian,246821
5,840000,False,725020,1,15,Medicine,157216
4,537000,True,643106,2,17,Medicine,10000
6,39000,True,45107,31,12,Medicine,3649
11,351000,False,43533,31,30,Medicine,215041
5,219000,True,245828,4,31,Medicine,451911
